model,screen,target_label,ground_truth_index,predicted_index,correct,mark_count,elapsed_ms,raw_reply,error
ui-venus-1.5-2b,layout10-terminal-15el,Refresh,5,,0,15,1,,"HTTP 400: {
    ""error"": {
        ""message"": ""Failed to load model \""ui-venus-1.5-2b\"". Error: No LM Runtime found for model format 'torchSafetensors'!"",
        ""type"": ""invalid_request_error"",
        ""param"
ui-venus-1.5-2b,layout10-terminal-15el,Settings,6,,0,15,1,,"HTTP 400: {
    ""error"": {
        ""message"": ""Failed to load model \""ui-venus-1.5-2b\"". Error: No LM Runtime found for model format 'torchSafetensors'!"",
        ""type"": ""invalid_request_error"",
        ""param"
ui-venus-1.5-2b,layout10-terminal-15el,Search field,7,,0,15,1,,"HTTP 400: {
    ""error"": {
        ""message"": ""Failed to load model \""ui-venus-1.5-2b\"". Error: No LM Runtime found for model format 'torchSafetensors'!"",
        ""type"": ""invalid_request_error"",
        ""param"
ui-venus-1.5-2b,layout10-terminal-15el,Name field,8,,0,15,1,,"HTTP 400: {
    ""error"": {
        ""message"": ""Failed to load model \""ui-venus-1.5-2b\"". Error: No LM Runtime found for model format 'torchSafetensors'!"",
        ""type"": ""invalid_request_error"",
        ""param"
ui-venus-1.5-2b,layout10-terminal-15el,Email field,9,,0,15,0,,"HTTP 400: {
    ""error"": {
        ""message"": ""Failed to load model \""ui-venus-1.5-2b\"". Error: No LM Runtime found for model format 'torchSafetensors'!"",
        ""type"": ""invalid_request_error"",
        ""param"
ui-venus-1.5-2b,layout10-terminal-15el,Password field,10,,0,15,1,,"HTTP 400: {
    ""error"": {
        ""message"": ""Failed to load model \""ui-venus-1.5-2b\"". Error: No LM Runtime found for model format 'torchSafetensors'!"",
        ""type"": ""invalid_request_error"",
        ""param"
ui-venus-1.5-2b,layout10-terminal-15el,Remember me,11,,0,15,1,,"HTTP 400: {
    ""error"": {
        ""message"": ""Failed to load model \""ui-venus-1.5-2b\"". Error: No LM Runtime found for model format 'torchSafetensors'!"",
        ""type"": ""invalid_request_error"",
        ""param"
ui-venus-1.5-2b,layout10-terminal-15el,Notify,12,,0,15,1,,"HTTP 400: {
    ""error"": {
        ""message"": ""Failed to load model \""ui-venus-1.5-2b\"". Error: No LM Runtime found for model format 'torchSafetensors'!"",
        ""type"": ""invalid_request_error"",
        ""param"
ui-venus-1.5-2b,layout10-terminal-15el,Archive after send,13,,0,15,1,,"HTTP 400: {
    ""error"": {
        ""message"": ""Failed to load model \""ui-venus-1.5-2b\"". Error: No LM Runtime found for model format 'torchSafetensors'!"",
        ""type"": ""invalid_request_error"",
        ""param"
ui-venus-1.5-2b,layout10-terminal-15el,Mark as read,14,,0,15,1,,"HTTP 400: {
    ""error"": {
        ""message"": ""Failed to load model \""ui-venus-1.5-2b\"". Error: No LM Runtime found for model format 'torchSafetensors'!"",
        ""type"": ""invalid_request_error"",
        ""param"
ui-venus-1.5-2b,layout11-editor-9el,Projects,0,,0,9,0,,"HTTP 400: {
    ""error"": {
        ""message"": ""Failed to load model \""ui-venus-1.5-2b\"". Error: No LM Runtime found for model format 'torchSafetensors'!"",
        ""type"": ""invalid_request_error"",
        ""param"
ui-venus-1.5-2b,layout11-editor-9el,Notes,1,,0,9,1,,"HTTP 400: {
    ""error"": {
        ""message"": ""Failed to load model \""ui-venus-1.5-2b\"". Error: No LM Runtime found for model format 'torchSafetensors'!"",
        ""type"": ""invalid_request_error"",
        ""param"
ui-venus-1.5-2b,layout11-editor-9el,Starred,2,,0,9,1,,"HTTP 400: {
    ""error"": {
        ""message"": ""Failed to load model \""ui-venus-1.5-2b\"". Error: No LM Runtime found for model format 'torchSafetensors'!"",
        ""type"": ""invalid_request_error"",
        ""param"
ui-venus-1.5-2b,layout11-editor-9el,Refresh,3,,0,9,1,,"HTTP 400: {
    ""error"": {
        ""message"": ""Failed to load model \""ui-venus-1.5-2b\"". Error: No LM Runtime found for model format 'torchSafetensors'!"",
        ""type"": ""invalid_request_error"",
        ""param"
ui-venus-1.5-2b,layout11-editor-9el,Settings,4,,0,9,1,,"HTTP 400: {
    ""error"": {
        ""message"": ""Failed to load model \""ui-venus-1.5-2b\"". Error: No LM Runtime found for model format 'torchSafetensors'!"",
        ""type"": ""invalid_request_error"",
        ""param"
ui-venus-1.5-2b,layout11-editor-9el,Send,5,,0,9,0,,"HTTP 400: {
    ""error"": {
        ""message"": ""Failed to load model \""ui-venus-1.5-2b\"". Error: No LM Runtime found for model format 'torchSafetensors'!"",
        ""type"": ""invalid_request_error"",
        ""param"
ui-venus-1.5-2b,layout11-editor-9el,Save,6,,0,9,0,,"HTTP 400: {
    ""error"": {
        ""message"": ""Failed to load model \""ui-venus-1.5-2b\"". Error: No LM Runtime found for model format 'torchSafetensors'!"",
        ""type"": ""invalid_request_error"",
        ""param"
ui-venus-1.5-2b,layout11-editor-9el,Name field,7,,0,9,1,,"HTTP 400: {
    ""error"": {
        ""message"": ""Failed to load model \""ui-venus-1.5-2b\"". Error: No LM Runtime found for model format 'torchSafetensors'!"",
        ""type"": ""invalid_request_error"",
        ""param"
ui-venus-1.5-2b,layout11-editor-9el,Email field,8,,0,9,1,,"HTTP 400: {
    ""error"": {
        ""message"": ""Failed to load model \""ui-venus-1.5-2b\"". Error: No LM Runtime found for model format 'torchSafetensors'!"",
        ""type"": ""invalid_request_error"",
        ""param"
ui-venus-1.5-8b@4bit,layout00-mail-5el,Inbox,0,0,1,5,15928,0,
ui-venus-1.5-8b@4bit,layout00-mail-5el,Drafts,1,1,1,5,583,1,
ui-venus-1.5-8b@4bit,layout00-mail-5el,Sent,2,2,1,5,553,2,
ui-venus-1.5-8b@4bit,layout00-mail-5el,Send,3,3,1,5,551,3,
ui-venus-1.5-8b@4bit,layout00-mail-5el,Save,4,2,0,5,557,2,
ui-venus-1.5-8b@4bit,layout01-notes-6el,Drafts,0,0,1,6,1054,0,
ui-venus-1.5-8b@4bit,layout01-notes-6el,Sent,1,1,1,6,563,1,
ui-venus-1.5-8b@4bit,layout01-notes-6el,Trash,2,2,1,6,554,2,
ui-venus-1.5-8b@4bit,layout01-notes-6el,Export,3,3,1,6,555,3,
ui-venus-1.5-8b@4bit,layout01-notes-6el,Delete,4,2,0,6,557,2,
ui-venus-1.5-8b@4bit,layout01-notes-6el,Share,5,5,1,6,552,5,
ui-venus-1.5-8b@4bit,layout02-files-7el,Sent,0,0,1,7,1056,0,
ui-venus-1.5-8b@4bit,layout02-files-7el,Trash,1,1,1,7,555,1,
ui-venus-1.5-8b@4bit,layout02-files-7el,Projects,2,2,1,7,555,2,
ui-venus-1.5-8b@4bit,layout02-files-7el,Share,3,1,0,7,549,1,
ui-venus-1.5-8b@4bit,layout02-files-7el,Reply,4,2,0,7,557,2,
ui-venus-1.5-8b@4bit,layout02-files-7el,Forward,5,4,0,7,551,4,
ui-venus-1.5-8b@4bit,layout02-files-7el,Archive,6,5,0,7,548,5,
ui-venus-1.5-8b@4bit,layout03-settings-8el,Trash,0,0,1,8,1048,0,
ui-venus-1.5-8b@4bit,layout03-settings-8el,Projects,1,1,1,8,559,1,
ui-venus-1.5-8b@4bit,layout03-settings-8el,Notes,2,2,1,8,557,2,
ui-venus-1.5-8b@4bit,layout03-settings-8el,Forward,3,1,0,8,550,1,
ui-venus-1.5-8b@4bit,layout03-settings-8el,Archive,4,4,1,8,560,4,
ui-venus-1.5-8b@4bit,layout03-settings-8el,New,5,5,1,8,564,5,
ui-venus-1.5-8b@4bit,layout03-settings-8el,Print,6,5,0,8,548,5,
ui-venus-1.5-8b@4bit,layout03-settings-8el,Name field,7,7,1,8,553,7,
ui-venus-1.5-8b@4bit,layout04-browser-9el,Projects,0,0,1,9,1037,0,
ui-venus-1.5-8b@4bit,layout04-browser-9el,Notes,1,1,1,9,565,1,
ui-venus-1.5-8b@4bit,layout04-browser-9el,Starred,2,2,1,9,547,2,
ui-venus-1.5-8b@4bit,layout04-browser-9el,New,3,3,1,9,555,3,
ui-venus-1.5-8b@4bit,layout04-browser-9el,Print,4,4,1,9,553,4,
ui-venus-1.5-8b@4bit,layout04-browser-9el,Refresh,5,5,1,9,551,5,
ui-venus-1.5-8b@4bit,layout04-browser-9el,Settings,6,6,1,9,556,6,
ui-venus-1.5-8b@4bit,layout04-browser-9el,Email field,7,7,1,9,578,7,
ui-venus-1.5-8b@4bit,layout04-browser-9el,Password field,8,8,1,9,549,8,
ui-venus-1.5-8b@4bit,layout05-chat-10el,Notes,0,0,1,10,1063,0,
ui-venus-1.5-8b@4bit,layout05-chat-10el,Starred,1,1,1,10,550,1,
ui-venus-1.5-8b@4bit,layout05-chat-10el,Inbox,2,2,1,10,548,2,
ui-venus-1.5-8b@4bit,layout05-chat-10el,Refresh,3,3,1,10,555,3,
ui-venus-1.5-8b@4bit,layout05-chat-10el,Settings,4,4,1,10,552,4,
ui-venus-1.5-8b@4bit,layout05-chat-10el,Send,5,5,1,10,550,5,
ui-venus-1.5-8b@4bit,layout05-chat-10el,Save,6,5,0,10,550,5,
ui-venus-1.5-8b@4bit,layout05-chat-10el,Password field,7,7,1,10,551,7,
ui-venus-1.5-8b@4bit,layout05-chat-10el,Title field,8,8,1,10,552,8,
ui-venus-1.5-8b@4bit,layout05-chat-10el,Tags field,9,9,1,10,554,9,
ui-venus-1.5-8b@4bit,layout06-tasks-11el,Starred,0,0,1,11,1060,0,
ui-venus-1.5-8b@4bit,layout06-tasks-11el,Inbox,1,1,1,11,556,1,
ui-venus-1.5-8b@4bit,layout06-tasks-11el,Drafts,2,2,1,11,560,2,
ui-venus-1.5-8b@4bit,layout06-tasks-11el,Send,3,3,1,11,561,3,
ui-venus-1.5-8b@4bit,layout06-tasks-11el,Save,4,2,0,11,550,2,
ui-venus-1.5-8b@4bit,layout06-tasks-11el,Export,5,5,1,11,568,5,
ui-venus-1.5-8b@4bit,layout06-tasks-11el,Delete,6,5,0,11,560,5,
ui-venus-1.5-8b@4bit,layout06-tasks-11el,Title field,7,7,1,11,543,7,
ui-venus-1.5-8b@4bit,layout06-tasks-11el,Tags field,8,8,1,11,565,8,
ui-venus-1.5-8b@4bit,layout06-tasks-11el,To field,9,9,1,11,555,9,
ui-venus-1.5-8b@4bit,layout06-tasks-11el,Subject field,10,10,1,11,582,10,
ui-venus-1.5-8b@4bit,layout07-calendar-12el,Inbox,0,0,1,12,1046,0,
ui-venus-1.5-8b@4bit,layout07-calendar-12el,Drafts,1,1,1,12,566,1,
ui-venus-1.5-8b@4bit,layout07-calendar-12el,Sent,2,2,1,12,558,2,
ui-venus-1.5-8b@4bit,layout07-calendar-12el,Export,3,3,1,12,553,3,
ui-venus-1.5-8b@4bit,layout07-calendar-12el,Delete,4,2,0,12,567,2,
ui-venus-1.5-8b@4bit,layout07-calendar-12el,Share,5,5,1,12,562,5,
ui-venus-1.5-8b@4bit,layout07-calendar-12el,Reply,6,5,0,12,566,5,
ui-venus-1.5-8b@4bit,layout07-calendar-12el,Tags field,7,7,1,12,579,7,
ui-venus-1.5-8b@4bit,layout07-calendar-12el,To field,8,8,1,12,611,8,
ui-venus-1.5-8b@4bit,layout07-calendar-12el,Subject field,9,9,1,12,619,9,
ui-venus-1.5-8b@4bit,layout07-calendar-12el,Search field,10,10,1,12,642,10,
ui-venus-1.5-8b@4bit,layout07-calendar-12el,Archive after send,11,11,1,12,639,11,
ui-venus-1.5-8b@4bit,layout08-music-13el,Drafts,0,0,1,13,1164,0,
ui-venus-1.5-8b@4bit,layout08-music-13el,Sent,1,1,1,13,622,1,
ui-venus-1.5-8b@4bit,layout08-music-13el,Trash,2,2,1,13,618,2,
ui-venus-1.5-8b@4bit,layout08-music-13el,Share,3,3,1,13,613,3,
ui-venus-1.5-8b@4bit,layout08-music-13el,Reply,4,4,1,13,618,4,
ui-venus-1.5-8b@4bit,layout08-music-13el,Forward,5,5,1,13,631,5,
ui-venus-1.5-8b@4bit,layout08-music-13el,Archive,6,8,0,13,626,8,
ui-venus-1.5-8b@4bit,layout08-music-13el,To field,7,7,1,13,625,7,
ui-venus-1.5-8b@4bit,layout08-music-13el,Subject field,8,8,1,13,630,8,
ui-venus-1.5-8b@4bit,layout08-music-13el,Search field,9,9,1,13,634,9,
ui-venus-1.5-8b@4bit,layout08-music-13el,Name field,10,10,1,13,675,10,
ui-venus-1.5-8b@4bit,layout08-music-13el,Mark as read,11,11,1,13,659,11,
ui-venus-1.5-8b@4bit,layout08-music-13el,Include attachments,12,12,1,13,670,12,
ui-venus-1.5-8b@4bit,layout09-photos-14el,Sent,0,0,1,14,1280,0,
ui-venus-1.5-8b@4bit,layout09-photos-14el,Trash,1,1,1,14,642,1,
ui-venus-1.5-8b@4bit,layout09-photos-14el,Projects,2,2,1,14,672,2,
ui-venus-1.5-8b@4bit,layout09-photos-14el,Forward,3,3,1,14,643,3,
ui-venus-1.5-8b@4bit,layout09-photos-14el,Archive,4,4,1,14,643,4,
ui-venus-1.5-8b@4bit,layout09-photos-14el,New,5,5,1,14,653,5,
ui-venus-1.5-8b@4bit,layout09-photos-14el,Print,6,5,0,14,652,5,
ui-venus-1.5-8b@4bit,layout09-photos-14el,Subject field,7,7,1,14,661,7,
ui-venus-1.5-8b@4bit,layout09-photos-14el,Search field,8,8,1,14,657,8,
ui-venus-1.5-8b@4bit,layout09-photos-14el,Name field,9,3,0,14,659,3,
ui-venus-1.5-8b@4bit,layout09-photos-14el,Email field,10,10,1,14,683,10,
ui-venus-1.5-8b@4bit,layout09-photos-14el,Include attachments,11,11,1,14,697,11,
ui-venus-1.5-8b@4bit,layout09-photos-14el,Remember me,12,12,1,14,694,12,
ui-venus-1.5-8b@4bit,layout09-photos-14el,Notify,13,13,1,14,714,13,
ui-venus-1.5-8b@4bit,layout10-terminal-15el,Trash,0,0,1,15,1348,0,
ui-venus-1.5-8b@4bit,layout10-terminal-15el,Projects,1,1,1,15,674,1,
ui-venus-1.5-8b@4bit,layout10-terminal-15el,Notes,2,2,1,15,652,2,
ui-venus-1.5-8b@4bit,layout10-terminal-15el,New,3,3,1,15,678,3,
ui-venus-1.5-8b@4bit,layout10-terminal-15el,Print,4,4,1,15,679,4,
ui-venus-1.5-8b@4bit,layout10-terminal-15el,Refresh,5,5,1,15,670,5,
ui-venus-1.5-8b@4bit,layout10-terminal-15el,Settings,6,5,0,15,668,5,
ui-venus-1.5-8b@4bit,layout10-terminal-15el,Search field,7,7,1,15,683,7,
ui-venus-1.5-8b@4bit,layout10-terminal-15el,Name field,8,8,1,15,667,8,
ui-venus-1.5-8b@4bit,layout10-terminal-15el,Email field,9,9,1,15,662,9,
ui-venus-1.5-8b@4bit,layout10-terminal-15el,Password field,10,10,1,15,713,10,
ui-venus-1.5-8b@4bit,layout10-terminal-15el,Remember me,11,11,1,15,699,11,
ui-venus-1.5-8b@4bit,layout10-terminal-15el,Notify,12,12,1,15,692,12,
ui-venus-1.5-8b@4bit,layout10-terminal-15el,Archive after send,13,13,1,15,709,13,
ui-venus-1.5-8b@4bit,layout10-terminal-15el,Mark as read,14,14,1,15,671,14,
ui-venus-1.5-8b@4bit,layout11-editor-9el,Projects,0,0,1,9,1317,0,
ui-venus-1.5-8b@4bit,layout11-editor-9el,Notes,1,1,1,9,669,1,
ui-venus-1.5-8b@4bit,layout11-editor-9el,Starred,2,2,1,9,661,2,
ui-venus-1.5-8b@4bit,layout11-editor-9el,Refresh,3,3,1,9,653,3,
ui-venus-1.5-8b@4bit,layout11-editor-9el,Settings,4,4,1,9,659,4,
ui-venus-1.5-8b@4bit,layout11-editor-9el,Send,5,5,1,9,668,5,
ui-venus-1.5-8b@4bit,layout11-editor-9el,Save,6,5,0,9,676,5,
ui-venus-1.5-8b@4bit,layout11-editor-9el,Name field,7,7,1,9,649,7,
ui-venus-1.5-8b@4bit,layout11-editor-9el,Email field,8,8,1,9,662,8,
